observation_id,organism,antibiotic,facility,region,month,tested_isolates,resistant_isolates,resistance_rate,previous_resistance_rate,resistance_change,rolling_mean,rolling_std,trend_slope,facility_count,reporting_volume,threshold_distance,target_risk
OBS-01307,Staphylococcus aureus,Ciprofloxacin,North Suburbs Health Zone,West District,2026-04,350,92,26.2,30.1,-4.0,29.0,3.5,-0.79,1,617,-13.8,0
OBS-01308,Acinetobacter baumannii,Vancomycin,North Suburbs Health Zone,East District,2026-05,587,361,61.5,42.7,18.9,47.6,8.1,6.38,6,3758,36.5,1
OBS-01309,Staphylococcus aureus,Vancomycin,Valley Health District,Metro Central,2025-12,385,151,39.2,41.6,-2.3,39.8,3.8,-0.65,1,737,-0.8,0
OBS-01310,Acinetobacter baumannii,Gentamicin,North Suburbs Health Zone,West District,2025-10,328,170,51.9,34.4,17.5,39.4,8.0,5.82,8,2694,26.9,1
OBS-01311,Acinetobacter baumannii,Gentamicin,Eastside Medical Center,East District,2026-04,343,110,32.1,31.7,0.4,30.6,1.2,0.28,6,2120,7.1,0
OBS-01312,Pseudomonas aeruginosa,Ampicillin,St. Jude General Hospital,West District,2026-03,76,46,61.1,39.1,22.0,41.9,9.0,7.6,5,735,31.1,1
OBS-01313,Staphylococcus aureus,Meropenem,University Hospital Center,Metro Central,2026-06,169,44,26.1,24.6,1.5,25.7,1.8,0.71,2,462,-13.9,0
OBS-01314,Pseudomonas aeruginosa,Colistin,North Suburbs Health Zone,Metro North,2026-09,81,20,24.4,30.1,-5.7,30.5,3.5,-1.89,8,737,-5.6,1
OBS-01315,Acinetobacter baumannii,Gentamicin,Valley Health District,Metro Central,2026-04,385,82,21.3,27.4,-6.1,27.9,4.2,-1.48,2,1146,-3.7,0
OBS-01316,Escherichia coli,Meropenem,Valley Health District,East District,2026-09,483,87,17.9,21.2,-3.3,20.1,3.6,-0.99,2,1075,-22.1,0
OBS-01317,Pseudomonas aeruginosa,Ceftriaxone,Metro West Community Clinic,Metro North,2026-09,423,114,26.9,26.1,0.7,25.3,1.2,0.26,1,766,-3.1,0
OBS-01318,Staphylococcus aureus,Colistin,Valley Health District,Metro North,2026-02,448,203,45.2,41.6,3.6,43.1,2.5,0.89,1,590,5.2,0
OBS-01319,Staphylococcus aureus,Meropenem,St. Jude General Hospital,West District,2026-08,321,109,33.9,25.4,8.6,25.9,3.9,3.23,3,1149,-6.1,0
OBS-01320,Enterococcus faecium,Colistin,St. Jude General Hospital,Metro North,2026-01,372,183,49.3,23.5,25.8,27.1,12.3,8.77,1,535,19.3,1
OBS-01321,Staphylococcus aureus,Ceftriaxone,North Suburbs Health Zone,East District,2026-06,527,213,40.4,15.5,24.9,20.6,11.6,8.67,7,4024,0.4,1
OBS-01322,Staphylococcus aureus,Meropenem,North Suburbs Health Zone,West District,2026-01,439,177,40.3,42.2,-1.9,40.9,3.3,-0.76,3,1497,0.3,0
OBS-01323,Acinetobacter baumannii,Ciprofloxacin,Valley Health District,West District,2026-06,125,32,26.0,23.4,2.5,24.9,2.9,1.04,6,906,1.0,0
OBS-01324,Pseudomonas aeruginosa,Colistin,Eastside Medical Center,West District,2026-08,70,17,24.5,28.5,-4.0,28.7,2.9,-1.62,8,689,-5.5,0
OBS-01325,Pseudomonas aeruginosa,Ceftriaxone,North Suburbs Health Zone,West District,2025-10,542,105,19.4,22.2,-2.8,20.6,3.0,-0.55,5,2880,-10.6,0
OBS-01326,Staphylococcus aureus,Ceftriaxone,St. Jude General Hospital,Metro Central,2026-04,256,95,36.9,43.5,-6.6,43.7,5.2,-1.86,4,1130,-3.1,0
OBS-01327,Klebsiella pneumoniae,Vancomycin,Valley Health District,West District,2026-06,400,139,34.7,27.2,7.5,27.5,4.0,2.94,7,2961,-0.3,0
OBS-01328,Pseudomonas aeruginosa,Vancomycin,Eastside Medical Center,Metro Central,2026-08,554,216,39.1,30.7,8.3,31.6,4.9,2.76,6,3648,9.1,1
OBS-01329,Staphylococcus aureus,Ampicillin,North Suburbs Health Zone,East District,2026-05,221,96,43.3,41.7,1.6,42.7,2.5,0.34,3,917,3.3,0
OBS-01330,Pseudomonas aeruginosa,Vancomycin,North Suburbs Health Zone,Metro North,2026-08,432,52,12.1,13.7,-1.6,14.3,2.8,-0.75,2,1211,-17.9,0
OBS-01331,Staphylococcus aureus,Meropenem,Valley Health District,Metro Central,2026-07,181,71,39.2,43.5,-4.3,43.7,2.6,-1.48,4,1086,-0.8,0
OBS-01332,Acinetobacter baumannii,Ceftriaxone,Valley Health District,West District,2025-10,295,122,41.5,38.8,2.6,38.7,2.6,0.69,6,1905,16.5,0
OBS-01333,Escherichia coli,Colistin,St. Jude General Hospital,West District,2026-06,205,98,47.7,46.5,1.2,45.8,1.3,0.34,4,1104,7.7,0
OBS-01334,Klebsiella pneumoniae,Ampicillin,Valley Health District,Metro North,2026-03,340,125,36.7,36.3,0.3,36.5,3.1,-0.56,3,1103,1.7,0
OBS-01335,Staphylococcus aureus,Ampicillin,University Hospital Center,West District,2026-01,512,89,17.4,17.6,-0.2,15.2,2.4,-0.61,3,1842,-22.6,0
OBS-01336,Pseudomonas aeruginosa,Vancomycin,University Hospital Center,Metro North,2026-05,47,11,23.8,30.9,-7.1,29.1,4.5,-3.06,2,160,-6.2,0
OBS-01337,Acinetobacter baumannii,Ampicillin,North Suburbs Health Zone,Metro Central,2026-04,590,370,62.7,57.0,5.7,57.3,4.6,1.69,5,3061,37.7,1
OBS-01338,Acinetobacter baumannii,Gentamicin,St. Jude General Hospital,West District,2026-05,339,169,49.9,44.8,5.1,48.5,3.6,0.91,1,592,24.9,0
OBS-01339,Escherichia coli,Colistin,North Suburbs Health Zone,West District,2026-04,146,43,29.7,30.8,-1.1,29.9,1.5,0.08,2,416,-10.3,0
OBS-01340,Acinetobacter baumannii,Vancomycin,St. Jude General Hospital,Metro North,2026-03,387,195,50.3,50.7,-0.4,52.3,2.5,-0.12,7,2831,25.3,0
OBS-01341,Klebsiella pneumoniae,Colistin,St. Jude General Hospital,East District,2026-08,509,212,41.6,42.3,-0.7,40.2,2.6,-0.44,2,1319,6.6,0
OBS-01342,Pseudomonas aeruginosa,Colistin,Valley Health District,West District,2026-03,304,78,25.7,24.0,1.7,26.2,1.9,1.25,8,2772,-4.3,1
OBS-01343,Klebsiella pneumoniae,Meropenem,Metro West Community Clinic,East District,2025-10,419,159,37.8,37.6,0.2,40.0,1.7,-0.57,4,2014,2.8,0
OBS-01344,Enterococcus faecium,Meropenem,Metro West Community Clinic,East District,2026-05,341,57,16.7,19.7,-3.0,20.3,2.3,-1.73,8,2857,-13.3,0
OBS-01345,Klebsiella pneumoniae,Ceftriaxone,Eastside Medical Center,West District,2026-02,68,26,37.7,40.6,-2.9,40.5,3.6,-1.11,4,430,2.7,0
OBS-01346,Escherichia coli,Colistin,Eastside Medical Center,West District,2026-05,392,231,58.9,36.0,22.9,41.2,9.8,7.67,3,1555,18.9,1
OBS-01347,Pseudomonas aeruginosa,Ampicillin,North Suburbs Health Zone,Metro North,2026-06,219,49,22.3,21.5,0.8,22.3,2.5,0.23,8,2049,-7.7,1
OBS-01348,Escherichia coli,Colistin,University Hospital Center,East District,2026-01,193,50,25.7,26.8,-1.1,28.0,2.2,0.18,4,964,-14.3,0
OBS-01349,Escherichia coli,Gentamicin,University Hospital Center,East District,2026-05,52,18,35.3,35.9,-0.6,34.1,2.5,-0.53,8,734,-4.7,0
OBS-01350,Pseudomonas aeruginosa,Gentamicin,St. Jude General Hospital,West District,2026-08,377,177,47.0,29.6,17.4,31.8,8.0,5.71,2,1063,17.0,1
OBS-01351,Enterococcus faecium,Ceftriaxone,St. Jude General Hospital,Metro Central,2026-05,290,26,8.9,16.9,-7.9,14.7,4.5,-2.58,4,1341,-21.1,0
OBS-01352,Enterococcus faecium,Vancomycin,University Hospital Center,Metro North,2026-09,221,40,17.9,22.4,-4.5,21.1,4.6,-1.53,8,1838,-12.1,0
OBS-01353,Pseudomonas aeruginosa,Ciprofloxacin,Valley Health District,Metro North,2026-09,175,70,39.9,36.3,3.5,34.9,2.8,1.48,2,667,9.9,1
OBS-01354,Klebsiella pneumoniae,Ceftriaxone,Metro West Community Clinic,West District,2026-05,589,156,26.5,29.0,-2.5,27.8,2.3,-0.82,2,1254,-8.5,0
OBS-01355,Klebsiella pneumoniae,Ampicillin,St. Jude General Hospital,West District,2025-11,242,118,48.7,45.4,3.4,45.5,3.1,0.69,8,2037,13.7,0
OBS-01356,Staphylococcus aureus,Colistin,Metro West Community Clinic,Metro Central,2026-07,154,27,17.5,22.6,-5.1,20.0,4.4,-1.45,7,1354,-22.5,0
OBS-01357,Enterococcus faecium,Ceftriaxone,North Suburbs Health Zone,Metro Central,2026-02,317,45,14.0,11.5,2.5,11.8,2.7,0.35,7,2521,-16.0,0
OBS-01358,Staphylococcus aureus,Ceftriaxone,Eastside Medical Center,East District,2026-02,389,144,36.9,39.7,-2.8,38.4,2.2,-1.76,4,1746,-3.1,0
OBS-01359,Enterococcus faecium,Ampicillin,St. Jude General Hospital,Metro North,2026-05,366,158,43.2,32.9,10.2,35.4,5.2,3.81,1,676,13.2,1
OBS-01360,Escherichia coli,Vancomycin,North Suburbs Health Zone,East District,2025-11,390,94,24.1,24.7,-0.7,25.0,1.3,-0.35,8,3496,-15.9,0
OBS-01361,Klebsiella pneumoniae,Vancomycin,St. Jude General Hospital,Metro North,2026-01,553,213,38.5,45.5,-7.0,45.3,3.6,-2.05,5,2971,3.5,0
OBS-01362,Escherichia coli,Gentamicin,Eastside Medical Center,Metro North,2026-07,371,248,66.8,52.0,14.8,57.1,7.6,4.84,3,1243,26.8,1
OBS-01363,Klebsiella pneumoniae,Ceftriaxone,Valley Health District,Metro North,2026-03,466,168,36.1,39.1,-3.0,39.9,3.5,-0.73,8,3915,1.1,0
OBS-01364,Pseudomonas aeruginosa,Colistin,University Hospital Center,East District,2026-03,362,95,26.2,28.8,-2.5,25.7,3.5,-1.2,6,2452,-3.8,0
OBS-01365,Staphylococcus aureus,Ciprofloxacin,North Suburbs Health Zone,Metro Central,2026-04,183,56,30.7,35.3,-4.6,35.9,3.1,-1.64,6,1381,-9.3,1
OBS-01366,Enterococcus faecium,Meropenem,University Hospital Center,East District,2026-02,64,17,26.3,25.4,0.9,26.4,1.2,0.02,6,598,-3.7,0
OBS-01367,Acinetobacter baumannii,Ceftriaxone,Valley Health District,Metro North,2026-01,320,148,46.3,25.8,20.6,32.0,9.9,6.56,8,2664,21.3,1
OBS-01368,Enterococcus faecium,Ceftriaxone,North Suburbs Health Zone,Metro Central,2026-08,538,125,23.3,22.6,0.7,21.6,2.5,0.26,7,3943,-6.7,0
OBS-01369,Staphylococcus aureus,Ciprofloxacin,St. Jude General Hospital,Metro Central,2026-08,322,142,44.1,50.4,-6.3,47.0,3.1,-2.25,6,2257,4.1,0
OBS-01370,Escherichia coli,Ampicillin,University Hospital Center,Metro Central,2026-03,195,83,42.6,38.5,4.1,39.7,3.4,1.57,7,1492,2.6,1
OBS-01371,Acinetobacter baumannii,Ciprofloxacin,North Suburbs Health Zone,Metro North,2026-03,583,214,36.7,38.1,-1.4,38.1,1.8,-0.24,5,3114,11.7,0
OBS-01372,Escherichia coli,Vancomycin,Valley Health District,East District,2026-03,259,107,41.3,35.7,5.6,38.7,2.8,2.06,8,2216,1.3,1
OBS-01373,Pseudomonas aeruginosa,Colistin,University Hospital Center,East District,2026-02,183,60,32.7,29.4,3.3,28.5,2.5,0.89,1,294,2.7,0
OBS-01374,Staphylococcus aureus,Vancomycin,St. Jude General Hospital,Metro Central,2026-06,56,11,18.9,17.7,1.2,13.9,2.5,-0.22,6,675,-21.1,1
OBS-01375,Acinetobacter baumannii,Vancomycin,Eastside Medical Center,West District,2026-02,108,61,56.5,53.7,2.8,53.6,3.8,0.93,6,736,31.5,0
OBS-01376,Escherichia coli,Ceftriaxone,University Hospital Center,Metro Central,2026-07,235,101,42.8,41.3,1.6,40.5,1.9,0.25,8,1967,2.8,0
OBS-01377,Pseudomonas aeruginosa,Ampicillin,North Suburbs Health Zone,Metro North,2026-08,114,27,23.9,24.2,-0.3,24.4,3.3,-0.14,6,827,-6.1,0
OBS-01378,Acinetobacter baumannii,Vancomycin,Valley Health District,West District,2025-10,340,176,51.7,49.1,2.6,51.7,3.9,1.43,7,2433,26.7,1
OBS-01379,Escherichia coli,Meropenem,Eastside Medical Center,West District,2025-12,268,86,31.9,29.3,2.6,29.7,3.0,1.46,5,1689,-8.1,0
OBS-01380,Staphylococcus aureus,Gentamicin,Valley Health District,Metro North,2026-07,196,56,28.6,27.7,1.0,29.8,1.6,0.53,6,1322,-11.4,0
OBS-01381,Klebsiella pneumoniae,Ciprofloxacin,St. Jude General Hospital,Metro Central,2025-12,110,44,40.4,37.7,2.8,39.1,1.9,1.79,6,877,5.4,1
OBS-01382,Enterococcus faecium,Meropenem,University Hospital Center,East District,2025-12,317,70,22.0,21.2,0.8,23.1,1.6,-0.19,7,2388,-8.0,0
OBS-01383,Pseudomonas aeruginosa,Ciprofloxacin,University Hospital Center,West District,2025-11,66,10,15.2,17.3,-2.1,16.9,2.0,-0.82,7,739,-14.8,0
OBS-01384,Klebsiella pneumoniae,Ampicillin,St. Jude General Hospital,West District,2026-05,243,96,39.7,40.5,-0.7,38.0,2.4,-0.36,7,1856,4.7,0
OBS-01385,Escherichia coli,Ciprofloxacin,University Hospital Center,Metro Central,2025-12,163,76,46.4,44.4,2.0,46.7,1.8,0.58,4,952,6.4,0
OBS-01386,Pseudomonas aeruginosa,Ampicillin,University Hospital Center,Metro North,2025-11,529,111,20.9,15.6,5.3,15.7,4.2,1.31,6,3354,-9.1,0
OBS-01387,Escherichia coli,Ciprofloxacin,North Suburbs Health Zone,West District,2026-04,403,123,30.5,28.9,1.6,27.0,2.5,0.02,2,1040,-9.5,0
OBS-01388,Staphylococcus aureus,Vancomycin,Valley Health District,East District,2026-01,439,228,52.0,30.7,21.3,34.3,9.6,7.36,2,1169,12.0,1
OBS-01389,Pseudomonas aeruginosa,Ciprofloxacin,University Hospital Center,Metro North,2025-12,171,67,39.0,18.5,20.5,22.9,8.2,7.11,1,486,9.0,1
OBS-01390,Escherichia coli,Ceftriaxone,University Hospital Center,East District,2026-03,201,121,60.0,39.7,20.3,45.4,10.5,6.7,7,1671,20.0,1
OBS-01391,Enterococcus faecium,Vancomycin,Valley Health District,Metro North,2026-03,206,65,31.3,31.1,0.2,32.8,2.1,1.01,2,477,1.3,0
OBS-01392,Enterococcus faecium,Colistin,Eastside Medical Center,East District,2025-10,379,76,20.0,25.5,-5.5,23.0,5.4,-2.69,1,443,-10.0,1
OBS-01393,Klebsiella pneumoniae,Ampicillin,St. Jude General Hospital,West District,2026-07,201,91,45.3,31.5,13.9,31.2,5.8,4.78,3,704,10.3,1
OBS-01394,Escherichia coli,Ciprofloxacin,North Suburbs Health Zone,West District,2026-04,177,74,41.8,43.6,-1.9,43.9,3.0,-0.96,8,1774,1.8,1
OBS-01395,Staphylococcus aureus,Ampicillin,Eastside Medical Center,Metro North,2026-03,138,26,18.8,21.0,-2.3,20.1,4.3,-1.07,6,1122,-21.2,0
OBS-01396,Acinetobacter baumannii,Meropenem,University Hospital Center,Metro North,2026-06,186,66,35.6,34.1,1.5,32.4,1.5,0.37,3,723,10.6,0
OBS-01397,Enterococcus faecium,Ampicillin,Eastside Medical Center,Metro Central,2026-01,296,37,12.6,12.2,0.3,12.1,2.0,-0.24,4,1328,-17.4,0
OBS-01398,Enterococcus faecium,Ampicillin,Valley Health District,East District,2025-12,472,78,16.4,19.6,-3.2,21.7,2.4,-0.82,6,3073,-13.6,0
OBS-01399,Escherichia coli,Gentamicin,North Suburbs Health Zone,Metro Central,2026-01,54,26,49.0,46.5,2.5,48.6,2.0,0.62,3,285,9.0,0
OBS-01400,Klebsiella pneumoniae,Meropenem,North Suburbs Health Zone,East District,2025-10,535,435,81.4,56.2,25.2,61.8,10.7,8.02,8,4506,46.4,1
OBS-01401,Staphylococcus aureus,Ampicillin,University Hospital Center,West District,2026-07,598,324,54.1,28.7,25.5,34.2,12.2,8.83,5,3265,14.1,1
OBS-01402,Pseudomonas aeruginosa,Colistin,University Hospital Center,East District,2026-03,507,233,45.9,20.0,25.9,24.5,11.3,8.0,8,4445,15.9,1
OBS-01403,Pseudomonas aeruginosa,Ciprofloxacin,Eastside Medical Center,West District,2026-08,596,223,37.5,19.2,18.2,21.5,7.6,6.22,1,710,7.5,1
OBS-01404,Escherichia coli,Ceftriaxone,Valley Health District,East District,2025-12,354,137,38.7,37.6,1.0,36.8,2.9,0.39,6,2405,-1.3,0
OBS-01405,Escherichia coli,Vancomycin,Metro West Community Clinic,Metro North,2026-04,185,59,32.1,31.3,0.8,31.9,3.1,0.28,4,1138,-7.9,1
OBS-01406,Enterococcus faecium,Gentamicin,Eastside Medical Center,Metro North,2026-07,585,92,15.7,17.8,-2.1,16.6,3.7,-0.74,1,820,-14.3,0
OBS-01407,Acinetobacter baumannii,Meropenem,Eastside Medical Center,Metro North,2025-11,271,62,22.7,26.9,-4.2,26.4,3.1,-2.1,3,940,-2.3,0
OBS-01408,Staphylococcus aureus,Vancomycin,University Hospital Center,East District,2025-10,343,81,23.5,21.7,1.9,21.0,1.5,0.94,7,2650,-16.5,0
OBS-01409,Staphylococcus aureus,Ampicillin,Eastside Medical Center,Metro North,2026-09,40,12,29.3,32.1,-2.9,30.7,3.6,-0.57,5,288,-10.7,0
OBS-01410,Pseudomonas aeruginosa,Meropenem,Valley Health District,Metro Central,2025-10,183,55,30.3,34.0,-3.8,32.0,4.7,-1.3,7,1404,0.3,0
OBS-01411,Klebsiella pneumoniae,Ampicillin,University Hospital Center,West District,2026-04,294,205,69.8,46.0,23.8,47.4,9.6,7.37,4,1405,34.8,1
OBS-01412,Staphylococcus aureus,Ciprofloxacin,Valley Health District,Metro North,2026-01,185,67,36.4,44.6,-8.2,42.9,5.8,-2.89,8,1874,-3.6,0
OBS-01413,Enterococcus faecium,Ciprofloxacin,Metro West Community Clinic,East District,2026-06,522,202,38.8,33.6,5.2,36.8,4.1,1.85,2,1212,8.8,1
OBS-01414,Escherichia coli,Ceftriaxone,Valley Health District,West District,2025-12,389,94,24.1,25.4,-1.2,25.0,3.6,0.0,2,967,-15.9,0
OBS-01415,Pseudomonas aeruginosa,Ciprofloxacin,Valley Health District,West District,2026-04,538,227,42.2,39.0,3.2,40.5,3.0,1.5,3,1813,12.2,1
OBS-01416,Enterococcus faecium,Ceftriaxone,Metro West Community Clinic,East District,2026-01,482,92,19.1,36.3,-17.2,32.9,7.9,-5.63,8,4121,-10.9,0
OBS-01417,Enterococcus faecium,Gentamicin,Eastside Medical Center,East District,2026-08,469,64,13.6,19.4,-5.8,15.9,4.7,-1.87,6,3205,-16.4,0
OBS-01418,Escherichia coli,Ciprofloxacin,St. Jude General Hospital,West District,2026-01,266,77,28.9,26.6,2.4,27.8,2.1,0.92,8,2480,-11.1,0
OBS-01419,Enterococcus faecium,Ampicillin,Metro West Community Clinic,West District,2026-07,83,46,55.3,30.9,24.3,40.2,11.8,7.69,7,939,25.3,1
OBS-01420,Escherichia coli,Ceftriaxone,St. Jude General Hospital,Metro Central,2026-01,471,162,34.5,31.0,3.4,30.7,3.0,0.53,6,3077,-5.5,1
OBS-01421,Enterococcus faecium,Vancomycin,North Suburbs Health Zone,West District,2026-07,448,63,14.0,17.0,-3.0,15.0,2.8,-0.79,1,819,-16.0,0
OBS-01422,Escherichia coli,Meropenem,Metro West Community Clinic,Metro North,2025-10,141,44,30.9,31.3,-0.4,31.8,1.5,-0.02,6,1045,-9.1,0
OBS-01423,Enterococcus faecium,Ampicillin,Eastside Medical Center,East District,2026-08,400,5,1.3,9.5,-8.1,8.4,5.0,-2.5,6,2577,-28.7,0
OBS-01424,Pseudomonas aeruginosa,Ampicillin,Valley Health District,East District,2025-12,600,204,34.0,32.3,1.8,32.6,3.9,0.6,4,2781,4.0,0
OBS-01425,Pseudomonas aeruginosa,Vancomycin,University Hospital Center,West District,2025-11,400,134,33.4,27.4,6.0,25.4,4.3,2.17,6,2765,3.4,1
OBS-01426,Klebsiella pneumoniae,Colistin,Eastside Medical Center,Metro Central,2026-09,455,159,35.0,28.5,6.5,30.9,3.5,2.34,2,1120,0.0,1
OBS-01427,Staphylococcus aureus,Meropenem,Eastside Medical Center,West District,2026-03,488,5,1.0,3.4,-2.4,2.0,3.4,-0.47,6,3163,-39.0,0
OBS-01428,Pseudomonas aeruginosa,Ciprofloxacin,St. Jude General Hospital,Metro North,2026-07,558,150,27.0,23.3,3.7,23.6,4.7,1.09,5,3168,-3.0,0
OBS-01429,Acinetobacter baumannii,Meropenem,North Suburbs Health Zone,Metro Central,2026-01,132,66,50.3,50.0,0.2,50.2,1.6,-0.04,2,620,25.3,0
OBS-01430,Pseudomonas aeruginosa,Meropenem,Valley Health District,East District,2026-06,446,108,24.3,21.6,2.7,23.8,2.3,1.38,6,2794,-5.7,0
OBS-01431,Enterococcus faecium,Vancomycin,Eastside Medical Center,Metro Central,2026-03,493,113,22.9,24.3,-1.4,25.3,3.5,-0.71,4,2042,-7.1,0
OBS-01432,Pseudomonas aeruginosa,Ciprofloxacin,North Suburbs Health Zone,Metro North,2026-09,291,116,40.0,43.0,-3.0,44.2,3.0,-0.85,4,1329,10.0,0
OBS-01433,Klebsiella pneumoniae,Ciprofloxacin,Eastside Medical Center,Metro North,2025-10,489,125,25.5,28.5,-3.0,24.4,3.0,-0.33,8,4174,-9.5,0
OBS-01434,Klebsiella pneumoniae,Ampicillin,University Hospital Center,West District,2026-08,307,120,39.1,40.6,-1.5,39.4,2.4,-0.73,7,2385,4.1,0
OBS-01435,Pseudomonas aeruginosa,Colistin,University Hospital Center,East District,2026-06,118,28,23.7,28.5,-4.8,26.3,3.9,-2.44,6,826,-6.3,0
OBS-01436,Enterococcus faecium,Meropenem,Metro West Community Clinic,Metro North,2025-11,588,268,45.6,21.2,24.3,25.5,10.5,7.91,8,4914,15.6,1
OBS-01437,Pseudomonas aeruginosa,Gentamicin,Valley Health District,Metro North,2026-05,94,33,34.9,24.3,10.6,26.3,6.0,3.19,5,755,4.9,1
OBS-01438,Staphylococcus aureus,Ciprofloxacin,University Hospital Center,Metro Central,2026-06,98,39,39.5,36.7,2.8,36.4,4.3,0.93,8,1011,-0.5,0
OBS-01439,Escherichia coli,Gentamicin,Eastside Medical Center,Metro Central,2026-09,298,60,20.2,23.0,-2.8,21.8,3.7,-1.39,5,1554,-19.8,0
OBS-01440,Enterococcus faecium,Vancomycin,University Hospital Center,West District,2026-01,357,98,27.4,25.9,1.6,24.4,2.3,-0.16,8,3181,-2.6,0
OBS-01441,Klebsiella pneumoniae,Ceftriaxone,Metro West Community Clinic,West District,2025-12,46,27,59.2,46.0,13.2,47.7,6.6,4.17,6,638,24.2,1
OBS-01442,Escherichia coli,Ceftriaxone,St. Jude General Hospital,West District,2026-09,239,60,25.1,22.0,3.1,22.7,3.5,0.91,3,894,-14.9,0
OBS-01443,Klebsiella pneumoniae,Vancomycin,University Hospital Center,Metro Central,2026-08,162,93,57.5,38.9,18.6,43.4,8.9,5.75,8,1515,22.5,1
OBS-01444,Enterococcus faecium,Ampicillin,North Suburbs Health Zone,West District,2026-09,181,63,34.6,19.0,15.7,24.6,7.7,5.25,8,1673,4.6,1
OBS-01445,Staphylococcus aureus,Colistin,North Suburbs Health Zone,Metro Central,2025-12,451,140,31.0,31.8,-0.8,30.7,2.9,0.09,5,2407,-9.0,0
OBS-01446,Enterococcus faecium,Ciprofloxacin,Eastside Medical Center,West District,2025-11,60,34,56.4,32.6,23.8,37.1,10.5,8.21,5,660,26.4,1
OBS-01447,Escherichia coli,Meropenem,St. Jude General Hospital,Metro Central,2025-10,433,233,53.7,34.8,18.9,40.2,8.0,5.98,6,2804,13.7,1
OBS-01448,Escherichia coli,Meropenem,University Hospital Center,West District,2025-12,393,154,39.1,39.9,-0.9,38.8,1.7,0.32,4,1671,-0.9,0
OBS-01449,Acinetobacter baumannii,Colistin,Metro West Community Clinic,Metro North,2026-05,559,121,21.6,24.5,-2.9,24.8,2.5,-1.26,3,1803,-3.4,0
OBS-01450,Acinetobacter baumannii,Ciprofloxacin,Metro West Community Clinic,Metro Central,2026-02,150,20,13.1,16.0,-2.9,15.4,2.0,-0.88,5,978,-11.9,0
OBS-01451,Klebsiella pneumoniae,Ciprofloxacin,North Suburbs Health Zone,Metro North,2026-07,385,143,37.2,39.8,-2.7,37.1,2.9,-0.18,3,1437,2.2,0
OBS-01452,Staphylococcus aureus,Vancomycin,North Suburbs Health Zone,Metro Central,2026-08,386,109,28.1,30.3,-2.2,28.1,1.9,-0.73,2,948,-11.9,0
OBS-01453,Staphylococcus aureus,Meropenem,North Suburbs Health Zone,Metro Central,2026-03,531,89,16.8,15.1,1.8,14.4,4.0,0.38,1,918,-23.2,0
OBS-01454,Escherichia coli,Vancomycin,Metro West Community Clinic,Metro Central,2026-08,579,178,30.8,28.7,2.1,27.5,2.9,0.44,6,3812,-9.2,0
OBS-01455,Staphylococcus aureus,Vancomycin,Metro West Community Clinic,Metro North,2026-02,178,74,41.8,41.4,0.4,42.1,3.1,-0.05,6,1347,1.8,0
OBS-01456,Enterococcus faecium,Ampicillin,North Suburbs Health Zone,West District,2026-04,542,106,19.6,22.9,-3.2,21.4,2.6,-1.35,2,1146,-10.4,0
OBS-01457,Staphylococcus aureus,Ceftriaxone,North Suburbs Health Zone,East District,2026-05,96,9,9.6,4.7,4.9,4.6,2.9,2.1,5,800,-30.4,0
OBS-01458,Escherichia coli,Colistin,Metro West Community Clinic,Metro North,2026-08,89,44,49.8,28.6,21.2,34.0,9.7,6.87,6,857,9.8,1
OBS-01459,Pseudomonas aeruginosa,Ceftriaxone,St. Jude General Hospital,West District,2026-09,560,6,1.0,2.0,-1.0,2.1,3.0,-0.16,3,1919,-29.0,0
OBS-01460,Klebsiella pneumoniae,Ciprofloxacin,North Suburbs Health Zone,Metro North,2026-01,114,27,23.9,30.8,-6.9,27.5,3.6,-2.73,6,838,-11.1,0
OBS-01461,Acinetobacter baumannii,Ciprofloxacin,St. Jude General Hospital,West District,2026-01,337,148,44.0,38.2,5.8,39.1,3.5,2.03,2,726,19.0,1
OBS-01462,Pseudomonas aeruginosa,Meropenem,North Suburbs Health Zone,Metro North,2026-03,85,40,46.5,24.9,21.6,28.8,10.4,7.66,7,724,16.5,1
OBS-01463,Staphylococcus aureus,Gentamicin,Metro West Community Clinic,East District,2026-01,459,94,20.5,24.8,-4.4,23.3,4.1,-1.08,5,2350,-19.5,0
OBS-01464,Pseudomonas aeruginosa,Vancomycin,University Hospital Center,West District,2026-02,444,162,36.4,30.4,6.0,33.1,3.8,1.25,1,515,6.4,1
OBS-01465,Enterococcus faecium,Gentamicin,University Hospital Center,Metro Central,2026-08,158,39,24.7,22.1,2.7,20.6,2.8,1.37,2,447,-5.3,0
OBS-01466,Klebsiella pneumoniae,Ceftriaxone,Eastside Medical Center,Metro North,2026-09,447,114,25.6,29.7,-4.2,31.3,3.7,-1.66,5,2430,-9.4,0
OBS-01467,Acinetobacter baumannii,Colistin,St. Jude General Hospital,Metro Central,2026-04,128,83,65.2,64.7,0.5,66.5,1.6,0.26,4,846,40.2,0
OBS-01468,Acinetobacter baumannii,Ciprofloxacin,North Suburbs Health Zone,West District,2025-11,274,112,40.9,40.3,0.6,39.3,1.1,0.98,2,617,15.9,0
OBS-01469,Enterococcus faecium,Vancomycin,St. Jude General Hospital,Metro North,2026-04,488,135,27.6,24.5,3.1,23.6,2.5,1.01,6,3051,-2.4,0
OBS-01470,Enterococcus faecium,Ceftriaxone,University Hospital Center,Metro North,2026-09,84,39,46.7,25.9,20.7,29.0,9.4,7.02,6,845,16.7,1
